순위,영화명,개봉일,매출액 ,매출액 점유율,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
1112,문라이즈 킹덤,2013-01-31,"17,155,800",0.0%,"302,925,500","2,030","38,704",7,61,미국,미국,,(주)영화사 진진,15세이상관람가,"코미디,어드벤처,멜로/로맨스",웨스 앤더슨,"브루스 윌리스,에드워드 노튼,빌 머레이,프란시스 맥도먼드,틸다 스윈튼,자레드 길만,카라 헤이워드"
1112,애수의 이별,,"4,070,000",0.0%,"4,070,000","2,030","2,030",1,45,미국,미국,유니버셜 픽쳐스,,,"드라마,전쟁",,
1114,비트윈 랜드 앤 씨,2018-08-09,"15,671,300",0.0%,"15,671,300","2,025","2,025",22,218,아일랜드,아일랜드,,주식회사 씨네룩스,전체관람가,어드벤처,로스 휘태커,
1115,선희와 슬기,2019-03-27,"15,958,780",0.0%,"15,958,780","2,024","2,024",39,506,한국,한국,K'arts,(주)리틀빅픽쳐스,12세이상관람가,드라마,박영주,"정다은,박수연,정유연,전국향,류영재,김나리,김다미,박지훈,박효빈,김민정,엄옥란,김상욱,김선경,김소숙,윤성원,이상아,임형국,김인숙,김현진,권귀빈,김재화,장혜진,김경민,전민경,최윤정,윤주혜,조재현,김주연,김주은,이승연,이규현,구지현,이남경,김나혜,이동엽,김단희,이동은,김민엽,이해선,김창훈,조다빈,김원준,김유주,김주림,조우현,노하은,김현복,이유진,남명렬,지소연,유송주,문주하,이은정,정소이,정승혜,천문영,정이재,정종열,신세빈,김유빈,이경림,최다솔,정태건,안희정,김지수,서민아,장하영,백다예,엄지민,밝남희,박예진,추세희,오치현,변정윤,박성택"
1116,안개 속 소녀,2018-12-06,"16,851,900",0.0%,"16,851,900","2,020","2,020",31,255,이탈리아,이탈리아,,(주)마그나,12세이상관람가,"미스터리,스릴러",도나토 카리시,"토니 세르빌로,아레시오 보니,로렌조 리첼미,장 르노"
1117,미드나잇 인 파리,2012-07-05,"13,866,400",0.0%,"2,791,260,517","2,018","376,904",2,41,미국,"미국,스페인",,"(주)디스테이션,(주)드림팩트엔터테인먼트,(주)나이너스엔터테인먼트",15세이상관람가,"코미디,멜로/로맨스,판타지",우디 알렌,"오웬 윌슨,마리온 꼬띨라르,레이첼 맥아담스,애드리언 브로디"
1118,무기여 잘 있거라,1974-01-01,"3,977,000",0.0%,"20,857,034","2,013","11,233",1,41,미국,미국,,,,"드라마,멜로/로맨스",찰스 비더,"록 허드슨,제니퍼 존스,비토리오 데 시카"
1119,디자이닝 우먼,,"4,009,000",0.0%,"4,405,000","2,002","2,200",1,54,미국,미국,메트로-골드윈-마이어,,,"코미디,멜로/로맨스",빈센트 미넬리,"그레고리 펙,로렌 바콜,돌로레스 그레이"
1120,바람의 색,2018-04-05,"15,363,900",0.0%,"15,363,900","2,001","2,001",46,463,일본,일본,,(주)스톰픽쳐스코리아,12세이상관람가,"판타지,멜로/로맨스",곽재용,"후루카와 유우키,후지이 타케미"
1120,솔로몬과 시바의 여왕,1972-11-24,"4,021,000",0.0%,"18,636,000","2,001","8,821",1,36,미국,미국,,,,드라마,킹 비더,"지나 롤로브리지다,율 브린너"
1122,"메밀꽃, 운수 좋은 날, 그리고 봄봄",2014-08-21,"4,144,000",0.0%,"230,905,195","1,998","37,266",1,61,한국,한국,"(주)연필로명상하기,한국교육방송공사 EBS",이달투,전체관람가,애니메이션,"안재훈,한혜진","장광,엄상현,류현경,강은탁"
1123,007 살인번호,,"3,920,000",0.0%,"22,878,000","1,993","11,460",1,53,영국,영국,,,,"액션,어드벤처",테렌스 영,"숀 코네리,우슬라 안드레스,버나드 리"
1123,삼손,2018-04-19,"14,892,400",0.0%,"14,892,400","1,993","1,993",16,175,미국,미국,,(주)드림팩트엔터테인먼트,12세이상관람가,"액션,드라마",브루스 맥도널드,"타일러 제임스,잭슨 라스본,빌리 제인,룻거 하우어"
1125,말할 수 없는 비밀,2008-01-10,"16,460,650",0.0%,"1,171,981,150","1,991","165,246",8,121,대만,"대만,홍콩",,"(주)엔케이컨텐츠,(주)디스테이션,(주)스폰지이엔티",12세이상관람가,"멜로/로맨스,드라마",주걸륜,"주걸륜,계륜미,황추생,증개현"
1126,지상 최대의 서커스,,"4,005,000",0.0%,"4,005,000","1,990","1,990",1,28,,,,,,,,
1127,친애하는 우리 아이,2018-11-01,"15,210,500",0.0%,"15,210,500","1,989","1,989",24,297,일본,일본,,아이 엠,15세이상관람가,"드라마,가족",미시마 유키코,"아사노 타다노부,타나카 레나,테라지마 시노부,쿠도 칸쿠로"
1128,소나기,2017-08-31,"4,098,000",0.0%,"83,536,808","1,984","14,387",1,55,한국,한국,"(주)연필로명상하기,한국교육방송공사 EBS",(주)리틀빅픽쳐스,전체관람가,애니메이션,안재훈,"노강민,신은수,최상현,최윤재,이상욱,이현우"
1129,파업전야,1990-03-28,"15,159,180",0.0%,"15,339,180","1,975","2,005",21,261,한국,한국,장산곶매,(주)리틀빅픽쳐스,12세이상관람가,드라마,"이은기,이재구,장동홍,장윤현","강능원,고동업,김동범,신종태,최경희,홍석연"
1130,고령가 소년 살인사건,2017-11-23,"21,867,000",0.0%,"126,683,500","1,969","9,531",5,99,대만,대만,,(주)리틀빅픽쳐스,15세이상관람가,드라마,에드워드 양,"장첸,왕 주안,금연령,장 구주"
1131,걸즈 앤 판처 극장판,2016-08-25,"19,854,000",0.0%,"302,134,100","1,961","33,348",10,31,일본,일본,,"(주)머스트씨무비릴리징컴퍼니,주식회사 온 피크",12세이상관람가,애니메이션,미즈시마 츠토무,세토 아사미
1132,썸머타임,,"4,649,000",0.0%,"15,635,000","1,958","7,403",1,50,영국,"영국,미국",,,12세관람가,"멜로/로맨스,드라마",데이빗 린,"캐서린 헵번,로사노 브랏지"
1133,하오의 결투,,"3,872,000",0.0%,"4,100,000","1,957","2,038",1,24,미국,미국,,,,"서부극(웨스턴),멜로/로맨스",샘 페킨파,랜돌프 스콧
1134,레드 리버,,"4,284,000",0.0%,"15,990,000","1,954","7,471",1,31,미국,미국,,,,"서부극(웨스턴),액션,어드벤처",하워드 혹스,"존 웨인,몽고메리 클리프트"
1135,"열차 안의 낯선 자들, 의혹의 전망차",,"17,760,700",0.0%,"22,698,700","1,951","4,400",6,54,미국,미국,,,12세관람가,"범죄,미스터리,멜로/로맨스,스릴러",알프레드 히치콕,"팔리 그레인저,루스 로만,로버트 워커"
1136,나바론 요새,1974-07-20,"3,849,000",0.0%,"22,310,104","1,946","11,458",1,30,미국,"미국,영국",콜럼비아 픽쳐스 코포레이션,,12세이상관람가,"드라마,액션,어드벤처,전쟁",J. 리 톰슨,"그레고리 펙,안소니 퀸,데이빗 니븐"
1136,잔다르크,,"3,902,000",0.0%,"9,154,000","1,946","4,567",1,33,미국,미국,,,,드라마,빅터 플레밍,잉그리드 버그만
1138,라보엠,2014-12-20,"30,823,000",0.0%,"64,624,000","1,944","4,314",10,87,독일,독일,,(주)쓰리캣프로덕션,전체관람가,멜로/로맨스,로버트 돈헴,안나 네트렙코
1139,슈퍼소닉,2016-11-24,"17,577,200",0.0%,"149,884,428","1,940","17,747",9,93,영국,영국,,주식회사 씨네룩스,15세이상관람가,다큐멘터리,매트 화이트크로스,"노엘 갤러거,리암 갤러거"
1140,기생 : 꽃의 고백,2018-01-25,"6,613,000",0.0%,"6,613,000","1,933","1,933",5,320,한국,한국,한국영상대학교,필름에이픽쳐스,12세이상관람가,다큐멘터리,"홍태선,임혁","장금도,김가애"
1141,페르세폴리스,2008-05-08,"15,812,200",0.0%,"94,455,800","1,930","13,324",14,225,프랑스,"프랑스,미국",,"(주)영화사 진진,(주)스폰지이엔티",12세이상관람가,"애니메이션,드라마,전쟁","뱅상 파로노,마르잔 사트라피","다니엘 다리우,까뜨린느 드뇌브"
1142,청춘무정,,"3,856,000",0.0%,"12,776,000","1,928","6,379",1,59,한국,한국,,,,,김수용,"문희,신영균,신성일,김성옥,김동원,주증녀"
1143,북경의 55일,,"3,899,000",0.0%,"12,615,000","1,924","6,272",1,25,미국,미국,,,,"드라마,전쟁",니콜라스 레이,"찰톤 헤스톤,에바 가드너"
1144,레인보우: 나의 사랑,2019-01-03,"14,357,350",0.0%,"14,357,350","1,908","1,908",20,233,이탈리아,"이탈리아,프랑스",,(주)마노엔터테인먼트,12세이상관람가,"멜로/로맨스,드라마",파올로 타비아니,"루카 마리넬리,로렌조 리첼미,발렌티나 벨레,안나 페루조"
1145,영혼의 순례길,2018-05-24,"14,868,200",0.0%,"14,868,200","1,906","1,906",17,202,중국,중국,,(주)영화사오원,전체관람가,드라마,장양,
1146,국경의 왕,2019-02-28,"13,214,500",0.0%,"14,272,900","1,898","2,057",7,209,한국,한국,,"무브먼트,독립영화전용관 인디스페이스",15세이상관람가,드라마,임정환,"김새벽,조현철,정혁기,박진수,이유진,임철,박상용,임정환,정혁기"
1147,리틀 이태리,2018-12-06,"14,526,800",0.0%,"14,526,800","1,896","1,896",11,175,캐나다,캐나다,,(주)드림팩트엔터테인먼트,15세이상관람가,"코미디,멜로/로맨스",도날드 페트리,"헤이든 크리스텐슨,엠마 로버츠"
1148,달려오는 사람들,,"3,776,000",0.0%,"3,776,000","1,883","1,883",1,27,미국,미국,,,,드라마,,"프랭크 시내트라,셜리 맥클레인"
1149,사랑의 종이 울릴 때,,"3,752,000",0.0%,"6,640,000","1,871","3,305",1,36,미국,미국,,,,드라마,멜빌 샤벨슨,"대니 케이,바바라 벨 게디스"
1150,스타박'스 다방,2018-01-11,"8,191,000",0.0%,"15,217,000","1,869","2,772",28,342,한국,한국,영화사 온난전선,(주)드림팩트엔터테인먼트,15세이상관람가,"코미디,드라마",이상우,"백성현,이상아,서신애,이정구,신원호,서호철,이다슬,이산인,이은욱,이찬양,이철진,장기원,장동주,박정환"
1150,욕망이라는 이름의 전차,,"3,751,000",0.0%,"26,889,500","1,869","11,722",1,23,미국,미국,워너 브러더스 픽쳐스,,연소자관람불가,드라마,엘리아 카잔,"비비안 리,말론 브란도"
1152,마당을 나온 암탉,2011-07-28,"9,785,500",0.0%,"14,683,917,500","1,865","2,204,374",28,156,한국,한국,"(주)오돌또기 ,(주)명필름",롯데쇼핑㈜롯데엔터테인먼트,전체관람가,애니메이션,오성윤,"문소리,박철민,최민식,유승호,홍윤정,김한솔,김상현"
1153,외팔이,,"3,722,000",0.0%,"6,573,000","1,861","3,097",1,45,홍콩,홍콩,,,,,장철,번매생
1154,라라,2018-02-22,"14,798,800",0.0%,"14,798,800","1,860","1,860",28,202,한국,한국,(주)도너츠컬처,(주)영화사 그램,15세이상관람가,"멜로/로맨스,드라마",한상희,"정채연,산이,치 푸,김나온,산이,이주희,이지원,이하은,이혜인,박지일,이수련,하경"
1154,행맨,2019-01-23,"14,972,890",0.0%,"14,972,890","1,860","1,860",63,431,미국,미국,,(주)박수엔터테인먼트,15세이상관람가,"미스터리,범죄,스릴러",조니 마틴,"알 파치노,칼 어번,사라 샤이,브리타니 스노우"
1156,거리의 악사,,"3,721,000",0.0%,"3,721,000","1,853","1,853",1,52,영국,영국,,,,코미디,팀 웰랜,"찰스 로튼,비비안 리"
1156,로지,2019-05-16,"13,632,110",0.0%,"13,632,110","1,853","1,853",25,279,아일랜드,아일랜드,,(주)박수엔터테인먼트,12세이상관람가,드라마,패디 브레스내치,"사라 그린,모 던포드"
1158,로슈포르의 숙녀들,2019-08-22,"15,198,628",0.0%,"18,704,228","1,852","2,342",4,61,프랑스,프랑스,,(주)에스와이코마드,12세이상관람가,"코미디,드라마,뮤지컬",자끄 드미,"까뜨린느 드뇌브,프랑수아즈 도를리크,다니엘 다리우,진 켈리"
1159,우리 지금 만나,2019-05-29,"13,261,600",0.0%,"13,261,600","1,850","1,850",16,320,한국,한국,,㈜인디스토리,12세이상관람가,드라마,"김서윤,강이관,부지영","배유람,윤혜리,하휘동,최남미,이정은,박성연,박성연,김금순,김대건,박희은,김미경,윤상석,이정은,이상희,김가영,김경일,이용이,정수지,이윤희,기도영"
1160,삼손과 데릴라,2019-04-02,"42,219,500",0.0%,"42,219,500","1,849","1,849",6,73,미국,미국,,(주) 인스터 글로벌,전체관람가,기타,,
1161,와인스타인,2019-09-26,"13,933,500",0.0%,"13,933,500","1,844","1,844",47,456,미국,미국,,(주)영화특별시에스엠씨,15세이상관람가,"다큐멘터리,드라마",우르술라 맥팔레인,"하비 와인스타인,로잔나 아퀘트,호프 엑시너 디 아무르,파즈 드 라 휴에타"
1162,리골레토,,"30,519,500",0.0%,"30,519,500","1,842","1,842",10,67,독일,독일,,,12세이상관람가,공연,,루치아노 파바로티
1163,감각의 제국 감독판,,"15,270,000",0.0%,"15,270,000","1,836","1,836",11,58,프랑스,프랑스,,,청소년관람불가,"드라마,성인물(에로)",오시마 나기사,"후지 타츠야,마츠다 에이코,나카지마 아오이"
1164,위시업,2018-12-13,"14,607,550",0.0%,"14,607,550","1,828","1,828",61,449,미국,미국,,(주)영화사 그램,15세이상관람가,"뮤지컬,코미디,멜로/로맨스",스콧 스피어,"로스 린치,올리비아 홀트"
1165,빌리 엘리어트,2001-02-16,"13,306,700",0.0%,"205,949,700","1,825","27,526",2,43,영국,"영국,프랑스",,"(주)팝엔터테인먼트,유아이피-씨아이씨영화및비디오배급(유)","12세이상관람가,12세관람가","가족,드라마",스티븐 달드리,"제이미 벨,줄리 월터스"
1166,계절과 계절 사이,2019-10-03,"15,551,500",0.0%,"15,551,500","1,819","1,819",22,215,한국,한국,"한국영상대학교,감성스토리",(주)마노엔터테인먼트,15세이상관람가,"드라마,멜로/로맨스",김준식,"이영진,윤혜리,김영민,오하늬,정은경,정인숙,이윤혁,박소영,조윤화,장진희,민찬기,최배영,김소연,박새봄,박솔아,정주현,김은주,배천수,양정원,박채은,이효진,이근후,강민성,강민재,강혜경,김솔,김혜옥,신영화,안미라,이송이,이정주,정은경,조영애,한민영,강다원,강지현,권광렬,김동현,김보현,김아솔,김예희,김주연,김주영,김현진,김혜진,김홍균,노진경,민영준,박신영,안수진,오세빈,오수아,우성이,유아정,유재훈,이건엽,이고운,이나림,이민정,이성민,이예슬,이은경,이은비,이인영,이인제,이정아,이준연,이하령,이해수,임우진,장건,전한별,정한솔,정혜나,정현경,조찬휘,조혜빈,진주은,최선아,최은진,하도연,현지용,홍은택,강지연,권도엽,김지연,김해상,노혜리,류하현,박은정,서지안,신대현,유연수,이노아,이동길,이아연,이효진,전성희,정순필,정지훈,최성철,최수민,최수영,홍용근,권가현,김현지,민소연,박시원,박진주,백수연,손희주,양아람,유별아,유정인,윤진주,이소현,이유진,이자영,이지은,임가현,장지영,정서원,정선우,정송희,최다희,최예은,이소연"
1167,식스 빌로우,2018-01-25,"15,173,000",0.0%,"15,173,000","1,813","1,813",20,112,미국,미국,,주식회사 디에스이이디,12세이상관람가,"드라마,스릴러",스캇 워프,"조쉬 하트넷,미라 소르비노"
1168,영 피카소,2019-05-30,"18,302,000",0.0%,"18,302,000","1,810","1,810",17,128,영국,영국,,메가박스중앙(주),전체관람가,다큐멘터리,필 그랩스키,
1169,너와 극장에서,2018-06-28,"12,622,100",0.0%,"14,240,100","1,808","2,043",16,326,한국,한국,서울독립영화제,서울독립영화제,12세이상관람가,드라마,"유지영,정가영,김태진,정가영","김예은,이태경,박현영,김시은,문혜인,우지현,서현우,강정원,김동현,김예은,김현정,엄홍식,원하라,윤진,이나경,이다운,이성경,이수현,이승우,이유리,이은지,이정훈,이채현,이호승,이호영,장병기,정가영,조우진,오동민,임성미,한해인,한사명,윤진"
1169,다즐링 주식회사,2007-12-13,"15,768,500",0.0%,"90,235,000","1,808","12,519",7,63,미국,미국,,이십세기폭스필름코퍼레이션,15세이상관람가,"드라마,어드벤처,코미디",웨스 앤더슨,"오웬 윌슨,애드리언 브로디"
1169,마술피리,2019-04-28,"42,357,000",0.0%,"42,357,000","1,808","1,808",6,81,독일,독일,,(주)케빈앤컴퍼니,15세이상관람가,"공연,어드벤처,드라마",리디아 스타이어,"마티아스 괴르네,알비나 샤기무라토바"
1172,우리를 갈라놓는 것들,2019-11-28,"15,215,580",0.0%,"15,215,580","1,798","1,798",15,203,한국,한국,반달,(주)엣나인필름,12세이상관람가,다큐멘터리,임흥순,"윤수련,강나라,박세현,정정화,김동일,고계연,김선현,김자동,김선현,고이삼,김수연,오쌍금,김군자,임성임,김영승,김영승,김창후,김명규,고인,서순실,이미연,김수민,한송화,김시완,김선구,김시완,박제현,양지상,현대영,고명준,이정호,이상연,임성훈,부경휘,양기석,강준수,김재휘,문다슬,고상무,송민혁,김범준,박종호,최혜영,조아해,한새미,이진선,서효담,진혜영,황희정,황호경,홍해지,김유겸,동큰산,이화진,정재환,한정인,주창하,이민희,오서연,현준영,조민경,김동수,김선구,윤해리,원성연,박금순,고홍자,김정륙,온기주,여단,방마리아,김정숙,장공익,김석중,이태호,임복현,이복순,김기강,윤수련,강나라,박세현,이승철"
